Sentence,POS Tags
ಮ ಸವಾರೇರ್ ಆಂಗ್ ವತ್ ಜಾಣು,pronoun adverb noun adverb verb
ಮ ಸಾಲಿನ್ ಜಾಣು,pronoun noun verb
ಮ ಘರೇನ್ ಜಾಣು,pronoun noun verb
ಮ ಅಬ್ ಸದ್ದ್ ಜಾಣು,pronoun adverb adverb verb
ಮನ್ ಭಾರ್ ಜಾಯೆರ್ ಜರೂರತ್ ಚ,pronoun noun verb verb verb
ಮನ್ ಸ್ಟೇಷನೇನ್ ಜಾಯೆರ್ ಜರೂರತ್ ಚ,pronoun noun verb verb verb
ಮನ್ ಏನ್ ಸುಲಝಾಯೆರ್ ಚ,pronoun pronoun verb verb
ಮನ್ ತಾರ್ ಸಹಾಯ್ ಚಾವಚ,pronoun pronoun verb verb
ಮನ್ ತಾರ್ ಬೆಂಬಲ ಚಾವಚ,pronoun pronoun verb verb
ಮ ವೊಮಾಯಿ ಠೀಕ್ ಛೆನಿ,pronoun pronoun adverb verb
ಮ ಕನ್ನಾ ವನಾ ತಡಾ ಕರನ್ ವುಟುಚು,pronoun adverb adverb adverb verb verb
ಮಾರ್ ಕನ್ ಬರೆ ಪಾಂಚ್ ರಪಿಯಾ ಚ,pronoun adverb adverb adjective noun verb
ಮನ್ ಬರೆ ಅಂಬಾ ಚಾವಚ,pronoun adverb noun verb
ಮ ಹರ್ ಶುಕ್ರವಾರ ರಮ್ಮುಚು,pronoun adverb noun verb
ಮ ನಾಣಕ್ಯಾ ವೆತ್ತೋ ಜನಾ ರಮ್ಮತೋತೊ,pronoun adjective verb preposition verb
ಮ ಲಾರ್ ನ ಜಾಣು ಕೆನ್ ಪಸಂದ್ ಕರುಚು,pronoun noun verb verb preposition verb verb
ಮ ಮಾರ್ ಪರಿವಾರೇರ್ ರಕ್ಷಣೆ ಕರೆರ್ ಭರೋಸಾ ದೂಚು,pronoun pronoun noun noun verb verb verb
ಮ ಠೀಕ್ ಸಮಯ್ ಪರ್ ಆವಂಚೂ ಕೆನ್ ಭರೋಸಾ ದೂಚು,pronoun adverb noun preposition verb preposition verb verb
ಮ ಶಿಯೇರ್ ದಾಡೆಮ್ ಪಿರೇರ್ ಸೆಮಾನ್ ವುತಾರ್ ನಾಕೋ,pronoun adjective noun verb noun verb verb
ಮನ್ ತಾಪರ್ ನಂಬಿಕೆ ಛ,pronoun pronoun verb verb
ಮ ಆಜ್ ಮಾರ್ ಕಾಮ್ ಚೋಡರೊಚು,pronoun adverb pronoun verb verb
ಮನ್ ಮಾರ್ ಕಾಮ್ ಪಸಂದ್ ಛೆನಿ,pronoun pronoun verb verb verb
ಮ ವೊ ಮಾಣಸೇರ್ ಲಾರ್ ಧಾಸೋ,pronoun pronoun noun noun verb
ಮ ವೊನ್ ಏಕ್ ಪೆಪರೆಮ್ ವೊದೋಚು,pronoun pronoun adjective noun verb
ಮನ್ ಘಣ್ ತಡಾ ವೇಗಿಚ ಕೆನ್ ಮ ಕಳಲಿದೋ,pronoun adjective adverb verb preposition preposition verb
ಮ ಖರಿಜ್ ಏರ್ ಪ್ರಶಂಶೆ ಕರುಚು,pronoun adjective pronoun verb verb
ತು ಕಿದೋ ಜೆರ್ ಮ ಖರಿಜ್ ಪ್ರಶಂಶೆ ಕರುಚು,pronoun verb preposition preposition adjective verb verb
ಮನ್ ಅತ ಖರಿ ಘಣ್ ಖುಷಿ ವಿ,pronoun adverb adjective adjective verb verb
ದಸ್ ನಿಮಿಷ ಖುಟಗೆಚ,adjective noun verb
ಮನ್ ದೂರ್ ಚಾಲನ್ ಜಾಯೇನ್ ಪಸಂದ್ ಚ,pronoun noun verb verb verb verb
ಮನ್ ತಾರ್ ಜಿಗಲಾ ಹರ್ದೆ ಚ,pronoun pronoun noun verb verb
ಮನ್ ತಮಾರ್ ಅನುಮತಿ ಚಾವಚ,pronoun pronoun verb verb
ಮ ಅಪಣ ಹಿರಿಯರೇ ವೂನುನ್ ಗೌರವ್ ದೂಚು,pronoun pronoun noun pronoun verb verb
ಮ ವೂನೂರ್ ಪೀಸಾ ಮತ್ ಕೆ,pronoun pronoun noun verb verb
ಮ ಪಾಣಿ ಪಿಯೆನ್ ಹೆಟ್ ಬೆಸೊ,pronoun noun verb preposition verb
ಮ ಏಕ್ ಡೊಕ್ರಾ ಚಾಲರೋ ಜೋಣ ದಿಟೊ,pronoun adjective noun verb preposition verb
ಮ ವೊನ್ ಮಾರ್ ಆಂಕಿತಿ ದಿಟೊ,pronoun pronoun pronoun noun verb
ಮ ಕಾಲೆನ್ ಮಾರ್ ಯಾಡಿನ್ ದಿಟೊ,pronoun adverb pronoun noun verb
ಮ ಕಾಲ್ ಚಾಂದಾ ನ ದಿಟೊ,pronoun adverb noun preposition verb
ಮ ವೊನ್ ಏಕ್ ಗಲತಿ ಛ ಜು ದೆಕುಚು,pronoun pronoun adjective adjective verb verb verb
ಮ ವೊನ್ ಏಕ್ ಪ್ರೇರಣಾ ಛ ಜು ದೆಕುಚು,pronoun pronoun adjective noun verb verb verb
ಮ ವೊನ್ ಭುಲ್ನಾಕೊ ಜು ಅನಸಾರಿಚ,pronoun pronoun verb verb verb
ಮ ಪೆಹಲೆ ತೋನ್ ಏಕ್ ಪತ್ರ ದೇಮಲೋಚು,pronoun adverb pronoun adjective noun verb
ಮ ಆಡೋ ನ ಆಣು,pronoun noun verb verb
ಮನ್ ಕಾಂಯಿಕೋ ಹೊಲಸ್ ವಾಸ್ ಆರಿಚ,pronoun adverb adjective noun verb
ಮ ದಸೆಕ್ ವಾತೆ ಕರುಚು,pronoun adjective verb verb
ಮ ದಿ ಭಾಷೆ ವಾತೆ ಕರುಚು,pronoun adjective noun verb verb
ಮ ಕಾಂಯಿ ಬಗರ್ ಕರೆರ್ ಸಮಯ್ ಬಿತಾವುಂಚು,pronoun adverb conjunction verb verb verb
ಮ ದಸೆಕ್ ದೂಧ್ ರೆಡ್ ನಾಕೋ,pronoun adjective noun verb verb
ಮ ಹಳ್ಳಿತಿ ಭಾರ್ ರುಚು,pronoun noun verb verb
ಮ ಸಾರಿ ದಾಡೋ ಘರಜ್ ವೆತ್ತೋ,pronoun adjective noun noun verb
ಮ ಅಜಿ ಘಣ್ ಸಾಮಾನ್ ಲೆರ್ ಚ,pronoun adverb adjective noun verb verb
ಮಾರ್ ಅಜಿ ಘಣ್ ಕಾಮ್ ಕರೆರ್ ಚ,pronoun adverb adverb verb verb verb
ಮ ಅಜಿ ಫೈಸಲಾ ಕಿದೊಕೊಂತಿ,pronoun adverb noun verb
ಈ ಕಾಮ್ ಕರ್ ಸಕಾಚಾ ಕೆನ್ ಮನ್ ಅನಸಾರಿಚ,pronoun verb verb verb preposition pronoun verb
ಮ ದಾಡ್ಡಿ ರಾತ್ ಹಂಗೋಳಿ ಕರುಚು,pronoun adverb noun verb verb
ಮ ದಾಡ್ಡಿ ಬಸ್ಸೆಮ್ ಜಾವುಂಚು,pronoun adverb noun verb
ಮ ಮಾರ್ ದೊಸ್ತೇಟಿ ವಾತೆ ಕಿದೋ,pronoun pronoun noun verb verb
ಮ ತಾರ್ ಬಗ್ಗೆ ಕನಾ ವನಾ ವಿಚಾರ್ ಕರುಚು,pronoun pronoun conjunction adjective adjective verb verb
ಮ ಡಾಕ್ಟರೇನ್ ದಕಾಳನು ಕೆನ್ ಮನ್ ಅನಸಾವಚ,pronoun noun verb preposition pronoun verb
ಈ ಠೀಕ್ ರಚ ಕೆನ್ ಮಾರ್ ವಿಚಾರ್ ಚ,pronoun adverb verb preposition pronoun verb verb
ಈ ಠೀಕ್ ದಿಕಾವಚ್ ಕೆನ್ ಮನ್ ಅನ್ನಸಾವಚ,pronoun adverb verb preposition pronoun verb
ಏರ್ ರುಚಿ ಠೀಕ್ ವೇಣು ಕೆನ್ ಮನ್ ಅನ್ನಸಾವಚ,pronoun noun adverb verb preposition pronoun verb
ಲೋಗ್ ಏನ್ ಸ್ವೀಕಾರ್ ಕರಚ್ ಕೆನ್ ಮನ್ ಅನ್ನಸಾವಚ,noun pronoun verb verb preposition pronoun verb
ಮನ್ ಅನಸಾವಚ ಕಿಮತೆ ಜಾಸ್ತ್ ವಚ,pronoun verb adjective adjective verb
ರೈಲ್ವೆ ಠೀಕ್ ರಚ್ ಕೆನ್ ಮನ್ ಅನ್ನಸಾವಚ,noun adverb verb preposition pronoun verb
ವೊ ಅಪಣುನ್ ಪಸಂದ್ ಕಿದೆ ವೇಣು ಕೆನ್ ಮನ್ ಅನ್ನಸಾವಚ,pronoun pronoun verb verb verb preposition pronoun verb
ಈ ಖಾಣೊ ಸೆತ್ತಿ ಠೀಕ್ ಚ ಕೆನ್ ಮನ್ ಅನಸಾವಚ,pronoun noun noun adverb verb preposition pronoun verb
ವೊ ಬೂಟ್ ಠೀಕ್ ಚ ಕೆನ್ ಮನ್ ಅನಸಾರಿಚ,pronoun noun adverb verb preposition pronoun verb
ಮ ಮೆಹನತೇತಿ ಕಾಮ್ ಕರೆರ್ ಚಾಲು ಕರನು ಕೆನ್ ಮನ್ ಅನ್ಸಾವಚ,pronoun adjective verb verb verb verb preposition pronoun verb
ಅಪಣ ಜಾರೇಚಾ ಕೆನ್ ಮನ್ ಅನಸಾವಚ,pronoun verb preposition pronoun verb
ತು ಠೀಕ್ ಚಿ ಕೆನ್ ಮನ್ ಅನಸಾರಿಚ,pronoun adverb verb preposition pronoun verb
ವು ಕಾಂಯಿಕೋ ಕೆ ಕೆನ್ ಮನ್ ಅನಸಾಯಿ,pronoun adverb verb preposition pronoun verb
ಮನ್ ಸೆಮಾಂ ಸಸ್ತಾ ಚ ಕೆನ್ ಅನಸಾಯಿ,pronoun noun adjective verb preposition verb
ತಾರ್ ಟಾಂಗೇನ್ ಚೋಟ ಲಾಗ್ಗಿಚ್ ಕೆನ್ ಮನ್ ಅನಸಾಯಿ,pronoun noun noun verb preposition pronoun verb
ಮ ತೀನ್ ಸಲಾ ಫೆಕೋ,pronoun adjective adverb verb
ಮ ಛಿಜ್ಯಾಪರೇನ್ ಸಾಲಿನ್ ಬಲಾಲೆಗೊ,pronoun noun noun verb
ತಾರ್ ವಾತೇನ ಮ ನಂಬುಚು,pronoun noun pronoun verb
ತು ಕಾಂಯಿ ಮಹಸೂಸ್ ಕರರೊಚಿ ಮ ಸಮಾಜರೊಚು,pronoun adverb adjective verb pronoun verb
ಮ ಏಕ್ ರೈತ ವೆತ್ತೋ,pronoun adjective noun verb
ಮ ಕನ್ನಾಯಿಬಿ ಪರ್ಬಾತಿ ಪಾಣಿ ಪಿವುಂಚು,pronoun adverb noun noun verb
ಮ ಕನ್ನಾಯಿಬಿ ಬಸ್ಸೆಮ್ ಜಾವುಂಚು,pronoun adverb noun verb
ಮ ಕನ್ನಾಯಿಬಿ ಜಲ್ದಿ ಉಟುಚು,pronoun adverb adverb verb
ಮ ಕನ್ನಾಯಿಬಿ ಶುಕ್ರವಾರೇರ್ ಘರ್ ರುಚು,pronoun adverb noun noun verb
ಮ ಪರ್ಬಾತಿ ವುಟುಚು,pronoun noun verb
ಮ ಪಾರ್ಕೆಮ್ ಹಿಂಡೋ,pronoun noun verb
ಮ ತೋನ್ ಏಕ್ ಪ್ರಶ್ನೆ ಪುಚು ಕೆರೊಚು,pronoun pronoun adjective noun verb verb
ಮ ಏಕ್ ರೈತ ವು ಕೆರೊಚು,pronoun adjective noun verb verb
ಮ ಏಕ್ ಲು ಕೆರೊಚು,pronoun adjective verb verb
ಮನ್ ಈ ಜಂಗಲ್ ಲಂಗೇರ್ ಚಾವರಿಚ,pronoun pronoun noun verb verb
ಮ ನಾರಳೇರ್ ಪಾಣಿ ಪಿಂವು ಕೆರೊಚು,pronoun noun noun verb verb
ಮನ್ ಅಜಿ ಮಾಲಮ್ ವೇರ್ ಚಾವರಿಚ,pronoun adverb verb verb verb
ಮ ತೋನ್ ಏಕ್ ಉಡುಗೊರೆ ದು ಕೆರೊಚು,pronoun pronoun adjective noun verb verb
ಮ ತಾರ್ ಜೋಡಿ ಆಯೆನ್ ಚಾವರೊಚು,pronoun pronoun conjunction verb verb
ಮ ದೂರ್ ಜಾಯೇನ್ ಚಾವರೊಚು,pronoun noun verb verb
ಮ ಘರೇರ್ ಉಪರ್ ಜಾಯೇನ್ ಚಾವರೊಚು,pronoun noun preposition verb verb
ಮನ್ ವಾತೆ ಕರೆರ್ ಚಾವರಿಚ,pronoun verb verb verb
ಮ ಮಾರ್ ಜೀವನಾ ಠೀಕ್ ಕರೆನ್ ಚಾವರೊಚು,pronoun pronoun noun adverb verb verb
ಮನ್ ಉನುನ್ ಆಂಗ್ ಲೇಜಾಯೇನ್ ಚಾವರೊಚು,pronoun pronoun noun verb verb
ಮ ಈ ಜಾಗಾ ಛೋಡು ಕೆರೊಚು,pronoun pronoun noun verb verb
ಮ ಸೋಂವು ಕೆರೊಚು,pronoun verb verb
ಮ ಅಜಿ ಕನ್ನೆತ್ತಿ ದೆಕೇನ್ ಚಾವರೊಚು,pronoun adverb adverb verb verb
ಮ ಭಾರ್ ಜಾಯೇನ್ ಚಾವರೊಚು,pronoun noun verb verb
ಮ ವೊನ್ ಅಜಿ ಏಕ್ ಸಲಾ ದೆಕೆನ್ ಚಾವರೊಚು,pronoun pronoun adverb adverb adverb verb verb
ಮ ಏನ್ ಜಲ್ದಿ ವೆಚೆರ್ ಚಾವರೊಚು,pronoun pronoun adverb verb verb
ಮನ್ ಈ ವೆಚೆರ್ ಚಾವರಿಚ,pronoun pronoun verb verb
ಮ ಏನ್ ಮಾರ್ ಹಳ್ಳಿನ್ ದೇಮಲು ಕೆನ್ ಚಾವರೊಚು,pronoun pronoun pronoun noun verb preposition verb
ಮ ತೋನ್ ಕಾಂಯಿ ತೊಯೀ ದಕಾಳೆರ್ ಚಾವರೊಚು,pronoun pronoun adverb preposition verb verb
ಮ ಭಿಕಾರಿ ನ ದಸೆಕ್ ಖಾಣೊ ದಿನೋ,pronoun noun preposition adjective noun verb
ಮ ಸೇಜ್ ಛೋಡೇರ್ ಚಾವರೊಚು,pronoun noun verb verb
ಮ ಕಾಂಯಿ ತೊಯೀ ಖಾಯೆನ್ ಚಾವರೊಚು,pronoun adverb adverb verb verb
ಮ ಘಣ್ ಶರಾರತಿ ಪಾಪಾ ವೆತ್ತೋ,pronoun adjective adjective noun verb
ಮ ಈ ಜಾಗಾ ಛೋಡನ್ ಜಾರೋತೋ,pronoun pronoun noun verb verb
ಮ ಸಾರಿ ದಾಡೋ ವ್ಯಸ್ಥ ವೆತ್ತೋ,pronoun adjective noun verb verb
ಮ ಖೇತೇಮ್ ಕಾಂದಾ ಲಗಾಡ್ರೋತೋ,pronoun noun noun verb
ಮ ಖೇತೇನ್ ಜಾರೋತೋ,pronoun noun verb
ಲಾರೇರ್ ಶುಕ್ರವಾರ ಮ ಅತ್ ವೆತ್ತೋ,noun noun pronoun adverb verb
ಮ ಮುಲ್ಲಿಮಜ್ ವೆತ್ತೋ,pronoun noun verb
ಮ ಎಕ್ಲೊ ವೆತ್ತೋ ಕೋನಿ,pronoun adjective verb verb
ಮನ್ ಮಾಹಿತಿ ದಿನೇತೆ ಕೋನಿ,pronoun noun verb verb
ಮ ಪುಸ್ತಕ್ ವೊದರೊತೋ,pronoun noun verb
ಮನ್ ಕಾಲ್ ಖರಿಜ್ ಠೀಕ್ ವೆತ್ತೋ ಕೋನಿ,pronoun adverb adjective adverb verb verb
ಮ ಸಾಲಿಮ್ ಘಣ್ ಲಾಜ್ ಕರತೋತೋ,pronoun noun adjective adjective verb
ಮ ಖರಿಜ್ ಸುಸ್ತ್ ವೇಗೋತೊ,pronoun adjective verb verb
ಮ ಝಾಡೇರ್ ಹೆಟ್ ಸೂತೋತೊ,pronoun noun preposition verb
ಮ ಪರೀಕ್ಷಾ ರ ವಾಸ್ ವೊದರೊತೊ,pronoun noun preposition preposition verb
ಮ ಕುದ್ದೆನ್ ಘಣ್ ಚಮಕ್ತೋತೊ,pronoun verb adjective verb
ಸುದ್ದಿ ಸಾಮಳನ್ ಮನ್ ಘಣ್ ಆಶ್ಚರ್ಯ ವಿ,noun verb pronoun adjective verb verb
ಮ ಭಾಂಡೆ ಧೊಯೋ,pronoun noun verb
ಈ ಕನ್ನಾಯಿ ಪುರಾಟೋಕೋನಿ,pronoun adverb verb
ಮ ಬಾಕಲ್ ಕಾಡೇನ್ ಹೆಟ್ ಗೆ,pronoun noun verb preposition verb
ಮ ತೀನ್ ದಾಡೆರ್ ಲಾರ್ ವತ್ ಗೇತೊ,pronoun adjective noun preposition adverb verb
ಮನ್ ಘಣ್ ದುಕೊಚ,pronoun adjective verb
ಮ ವೊರ್ ಘರೇನ್ ಕಾಲ್ ಗೆತೊ,pronoun pronoun noun adverb verb
ಮ ಮಾರ್ ಘರೇನ್ ಜಲ್ದಿ ಗೇ,pronoun pronoun noun adverb verb
ಮ ಖೇತೇನ್ ಗೇ,pronoun noun verb
ಮ ಆಜ್ ಗ್ರಂಥಾಲಯ ನ ಗೆತೊ,pronoun adverb noun preposition verb
ಮ ಸೆ ವ್ಯವಸ್ಥೆ ಕರುಚು,pronoun noun noun verb
ಮ ವೂನುನ್ ಸಹಾಯ್ ಕರೋ ಕೆನ್ ಪುಚುಚು,pronoun pronoun verb verb preposition verb
ಮ ವೂನುನ್ ಅಬ್ ಪುಚುಚು,pronoun pronoun adverb verb
ಮ ತೀಸ್ ಮೀನಟೇಮ ಹೊಟೊ ಆವುಂಚು,pronoun adjective noun verb verb
ಮ ಜಲ್ದಿ ಆಂವುಚು,pronoun adverb verb
ಮ ಜಾಸ್ತ್ ಎಚ್ಚರಿಕಿ ತಿ ರುಚು,pronoun adjective noun preposition verb
ಮ ಅಬ್ ಸದ್ದ್ ಹೊಟೊ ಆವುಂಚು,pronoun adverb adverb verb verb
ಮ ವತ್ ರುಚು,pronoun adverb verb
ಮ ತಮಾರ್ ಜೋಡಿ ರುಚು,pronoun pronoun conjunction verb
ಮ ಲಾರ್ತಿ ಫೋನ್ ಕರುಚು,pronoun adverb verb verb
ಮ ತೋನ್ ಶುಕ್ರವಾರೇರ್ ಫೋನ್ ಕರುಚು,pronoun pronoun noun verb verb
ಮ ತೋನ್ ಸವಾರ್ ಫೋನ್ ಕರುಚು,pronoun pronoun adverb verb verb
ಮ ಅತೇತಿ ಛೋಡು ಜನಾ ತೋನ್ ಫೋನ್ ಕರುಚು,pronoun adverb verb preposition pronoun verb verb
ಮ ವೊನ್ ದೆಕುಚು,pronoun pronoun verb
ಮ ತಾರ್ ಲಾರ್ ಆವುಂಚು,pronoun pronoun preposition verb
ಮ ಲಾರ್ತಿ ಹೋಟೊ ಆವುಂಚು,pronoun adverb verb verb
ಮ ಲಾರ್ತಿ ಆವುಂಚು,pronoun adverb verb
ಮ ತೋನ್ ಭಳೆನ್ ಆವುಂಚು,pronoun pronoun verb verb
ಮ ಆಜ್ ರಾತ್ ಘಣ್ ಖಾವುಂಚು,pronoun adverb noun adjective verb
ಮ ಈ ಬೋರ್ಡ್ ಆಜ್ ಠೀಕ್ ಕರುಚು,pronoun pronoun noun adverb verb verb
ಮ ತೋನ್ ಜಲ್ದಿ ಠೀಕ್ ಕರುಚು,pronoun pronoun adverb verb verb
ಮ ಸೇಜ್ ದೇನಾಕುಚು,pronoun noun verb
ಮ ತೋನ್ ಫೋನ್ ಕರುಚು,pronoun pronoun verb verb
ಮ ತೋನ್ ದಸೆಕ್ ಪೀಸಾ ದೂಚು,pronoun pronoun adjective noun verb
ಮ ಬಾಟಿ ಖಾಯೆನ್ ಜಾವುಂಚು,pronoun noun verb verb
ಮ ರಜಾ ಪರ್ ಜಾರೋಚು,pronoun noun preposition verb
ಮ ಆಂಗೇರ್ ವಾರ್ ಭಾರ್ ಜಾವುಂಚು,pronoun noun noun noun verb
ಮ ವತ್ ಜುನೇಮ್ ಜಾವುಂಚು,pronoun adverb noun verb
ಮ ವೊನ್ ಅರಾಮ್ ಸಂಬಾಳುಚು,pronoun pronoun verb verb
ಮ ಏಕ್ ಕಪ್ ಪಾಣಿ ಪಿವುಂಚು,pronoun adjective noun noun verb
ಮನ್ ಸೇಜ್ ಸಹಾಯ್ ಚಾವ,pronoun noun verb verb
ಮಾರ್ ಕನ್ ವಸಜ್ ರಚ,pronoun adverb adverb verb
ಮ ಮಾರ್ ದಾಂತ್ ಘಸಣು,pronoun pronoun noun verb
ಮ ಪಾಸ್ ವೇಣು,pronoun verb verb
ಮ ವೊನ್ ಪ್ರಯತ್ನ ಕರನು,pronoun pronoun verb verb
ವೊನ್ ಜಾಯೆದಮತ್,pronoun verb
ಮ ವು ರಮ್ಮುಚು,pronoun pronoun verb
ಮ ತಾರ್ ಖೋಲಿಮ್ ರುಚು,pronoun pronoun noun verb
ಮಾರ್ಮೂನ್ ಮ ನಿಭಾಯಿಸುಚು,pronoun pronoun verb
ಮ ಮಾರ್ ದೋಸ್ತೇನೂರ್ ಜೋಡಿ ಭಳುಚು,pronoun pronoun noun conjunction verb
ಮ ತೋನ್ ಬುಧವಾರೇರ್ ಭಳುಚು,pronoun pronoun noun verb
ಮ ತೋನ್ ಜಲ್ದಿ ಭಳುಚು,pronoun pronoun adverb verb
ಮ ವೊನ್ ಕನ್ನಾಯಿ ಭಳುನಿ,pronoun pronoun adverb verb
ಮ ವತ್ ಕನ್ನಾಯಿ ಹೋಟೊ ಜಾವುನಿ,pronoun adverb adverb verb verb
ಮ ಬಾಟಿ ಖಾಯೆನ್ ಜಾವುನಿ,pronoun noun verb verb
ಜಿಗಲಾರ್ ಪೀಸಾ ಮ ದೂಚು,noun noun preposition verb
ಮಾಲೇರ್ ಪೀಸಾ ಮ ಭರುಚು,noun noun pronoun verb
ಮ ವೊನ್ ಲಾರ್ತಿ ದೆಕುಚು,pronoun pronoun adverb verb
ಮ ವೊನ್ ದಾಡ್ಡಿ ದೆಕುಚು,pronoun pronoun adverb verb
ಮ ತೋನ್ ಪರ್ಬಾತಿ ದೆಕುಚು,pronoun pronoun noun verb
ಮ ತೋನ್ ವತ್ ದೆಕುಚು,pronoun pronoun adverb verb
ಮ ವೊನ್ ಲುಚು,pronoun pronoun verb
ಮ ತಾತಿ ಜಲ್ದಿ ವಾತೆ ಕರುಚು,pronoun pronoun adverb verb verb
ಮ ತೋನ್ ಸಿಕಾವುಂಚು,pronoun pronoun verb
ತಮ್ ಬಲಾಮಲೆಚೊ ಕೆನ್ ಮ ವೊನ್ ಕುಚು,pronoun verb preposition pronoun pronoun verb
ಮ ಕೊಶಿಶ್ ಕರುಚು,pronoun verb verb
ಮ ತಾರ್ ಲಾರ್ ಚಾಲುಚು,pronoun pronoun noun verb
ಮ ವೊನ್ ಕರೆರ್ ಬಯಸರೋಚು,pronoun pronoun verb verb
ಮ ಮಾರ್ ಆಜು ಬಾಜು ವಾಳೆರ್ ಬಗ್ಗೆ ಮಾಲಂ ವೇರ್ ಬಯಸ್ ರೋಚು,pronoun pronoun noun noun preposition conjunction verb verb verb verb
ಗಾವಡಿನೋ ಹರೋ ಖಡ್ ಖಾವಚ,noun adjective noun verb
ತಾರ್ ದಾಡೋ ಆಚೊ ಜಾಯೆದ್,pronoun noun adjective verb
ತಮನುನ್ ಸೇಜ್ ಠೀಕ ವೇದ್ ಕೆನ್ ಬಯಸುಚು,pronoun noun adverb verb preposition verb
ತಮಾರ್ ಸಮಯ್ ಆಚೊ ರೆದ್ ಕೆನ್ ಬಯಸುಚು,pronoun noun adjective verb preposition verb
ತಮಾರ್ ಅದೃಷ್ಠ ಠೀಕ್ ರೆದ್ ಕೆನ್ ಬಯಸುಚು,pronoun noun adverb verb preposition verb
ಮ ಮೇಸ್ತ್ರಿ ರ ಕಾಮ್ ಕರುಚು,pronoun noun preposition verb verb
ಮ ಏಕ್ ರೈತೆ ನಾಯಿ ಕಾಮ್ ಕರುಚು,pronoun adjective noun preposition verb verb
ಮ ಏಕ್ ದಾಡೆಮ್ ಪಾಂಚ್ ತಾಸ್ ಕಾಮ್ ಕರುಚು,pronoun adjective noun adjective noun verb verb
ಮ ಸಾರಿ ವರ್ಸ ಮೆಹನತೆತಿ ಕಾಮ್ ಕಿದೋಚು,pronoun adjective noun adjective verb verb
ಮ ಏಕ್ ನವೀನ ಬೈಕ್ ಲುಚು,pronoun adjective adjective noun verb
ಮನ್ ಏಕಜ್ ಖೋಲಿ ಚಾವಚ,pronoun adjective noun verb
ಮ ಏಕ್ ಖೋಲಿ ಬುಕ್ ಕರೆರ್ ಚ,pronoun adjective noun noun verb verb
ಮ ಏಕ್ ಟೇಬಲ್ ಲೆರ್ ಚ,pronoun adjective noun verb verb
ಮನ್ ಕಾಂಯಿ ತೋಬಿ ಲೆರ್ ಚ,pronoun adverb preposition verb verb
ಮ ಮಾಸ್ತರೇನ್ ಬಲಾಯೆರ್ ಚಾವರೊಚು,pronoun noun verb verb
ಮನ್ ವೊರ್ ತಾವ್ ಚೆಕ್ ಕರೆರ್ ಚ,pronoun pronoun noun verb verb verb
ಮ ಏ ಫೂಲೆನುನ್ ವಿನಿಮಯ್ ಕರೆರ್ ಚಾವರೊಚು,pronoun pronoun noun verb verb verb
ಮ ಚಾಲನ್ ಜಾಯೆರ್ ಚಾವರೊಚು,pronoun verb verb verb
ಮನ್ ಘರೇನ್ ಜಾಯೆರ್ ಚ,pronoun noun verb verb
ಮನ್ ಶಾಪಿಂಗೆನ್ ಜಾಯೆರ್ ಚ,pronoun noun verb verb
ತಮ್ ಕಿದೆ ಜೆರ್ ಧನ್ಯವಾದ್,pronoun verb preposition verb
ಮನ್ ಚಾ ಪಿಯೆರ್ ಚ,pronoun noun verb verb
ಮನ್ ಏಕ್ ಫೋನ್ ಕರೆರ್ ಚ,pronoun adjective verb verb verb
ಮ ವೊನ್ ಭಳೆರ್ ಚ,pronoun pronoun verb verb
ತಮ್ ಮಾರ್ ಸಾರು ವತ್ ವೆತ್ತೆ,pronoun pronoun preposition adverb verb
ಮ ವೊತಿ ವಾತೆ ಕರೆರ್ ಚಾವರೊಚು,pronoun pronoun verb verb verb
ಮ ಖೋಲಿ ಉಪಯೋಗ್ ಕರೆರ್ ಚಾವರೊಚು,pronoun noun verb verb verb
ಮನ್ ಬಿ ಠೀಕ್ ಲಾಗಚ,pronoun preposition verb verb
ಮ ವೊನ್ ಜಾಸ್ತ್ ಪಸಂದ್ ಕರುನಿ,pronoun pronoun adjective verb verb
ಅಪಣ ಥಾಮಾ ಕಾಂಯಿ ಕೆನ್ ಮಾರ್ ಸುಝಾವ ಚ,pronoun verb preposition preposition pronoun noun verb
ಮ ತಾರ್ ಕನ್ ಹೋಟೊ ಆವುಂಚು,pronoun pronoun adverb verb verb
ಮ ಕಾಂಯಿಕ್ ಖಾಣೊ ಕರುಚು,pronoun adverb noun verb
ಮ ಪಿಳೋ ರಂಗೇರ್ ಲುಚು,pronoun adjective adjective verb
ಮ ವೊಪರ್ ವಿಚಾರ್ ಕರುಚು,pronoun pronoun verb verb
ಮ ಅಬ್ ಸದ್ದ್ ವ್ಯಸ್ಥ ಚು,pronoun adverb adverb verb verb
ಮ ರಜಾ ಪರ್ ಜಾರೊಕೊಂತಿ,pronoun noun preposition verb
